,department1,year,term,enrollment,name_key1,course_title,Course_Workload_Rating,Course_Overall_Rating
6616,ENGLISH,2014,spring,14.0,ENGLISH 90PF,"Poets: Ballads, Sonnets, Literary History, and Poetic Form: Seminar",2.0,5.0
6617,ENGLISH,2014,spring,5.0,ENGLISH 90QM,Poets: Metaphysical Poetry,1.7,4.7
6618,ENGLISH,2014,spring,19.0,ENGLISH 90US,American Moderns: Seminar,2.3,3.9
6619,ENGLISH,2014,spring,10.0,ENGLISH 90YP,W.B. Yeats: Seminar,2.4,5.0
6620,ENGLISH,2014,spring,26.0,ENGLISH 98R,Tutorial - Junior Year,2.4,4.8
6621,ENGLISH,2014,spring,26.0,ENGLISH 56,Poets: Narrative Poetry,1.8,3.9
6622,ENGLISH,2014,spring,9.0,ENGLISH CAMR,Advanced Playwriting: Workshop,2.5,5.0
6623,ENGLISH,2014,spring,12.0,ENGLISH CAPR,Poetry: Workshop,2.8,5.0
6624,ENGLISH,2014,spring,12.0,ENGLISH CBBR,Intermediate Poetry: Workshop,1.3,5.0
6625,ENGLISH,2014,spring,12.0,ENGLISH CHCR,Advanced Poetry: Workshop,2.0,4.7
6626,ENGLISH,2014,spring,11.0,ENGLISH CKR,Introduction to Playwriting: Workshop,1.9,4.9
6627,ENGLISH,2014,spring,23.0,ENGLISH 53,"Poets: Whitman, Dickinson, Eliot, Bishop",1.9,4.7
6628,ENGLISH,2014,spring,27.0,ENGLISH 66,Migrations: Narrative Setting,2.6,4.6
6629,ENGLISH,2014,spring,12.0,ENGLISH CALR,Dramatic Screenwriting II: Workshop,2.3,4.8
6630,ENGLISH,2014,spring,11.0,ENGLISH CLR,Dramatic Screenwriting I: Workshop,2.0,4.4
6631,ENGLISH,2014,spring,11.0,ENGLISH CNNR,Advanced Creative Nonfiction: Workshop,2.2,5.0
6632,ENGLISH,2014,spring,11.0,ENGLISH CNFR,Introduction to Creative Nonfiction: Workshop,2.2,4.7
6633,ENGLISH,2014,spring,13.0,ENGLISH CPWR,Poetry: Workshop,2.5,5.0
6634,ENGLISH,2014,spring,12.0,ENGLISH CRR,Fiction Writing: Workshop,2.0,4.9
6635,ENGLISH,2014,spring,8.0,ENGLISH CTR,Advanced Fiction Writing: Workshop,1.8,5.0
6636,ENGLISH,2014,spring,14.0,ENGLISH CVR,Fiction Writing,1.8,4.4
6637,ENGLISH,2014,spring,9.0,ENGLISH CWAR,Advanced Fiction: Workshop,1.8,4.5
6638,ENGLISH,2014,spring,13.0,ENGLISH CWFR,Introductory Fiction: Workshop,2.2,5.0
6644,ETHRSON,2014,spring,33.0,ETHRSON 12,Political Justice and Political Trials,1.8,3.8
6645,ETHRSON,2014,spring,33.0,ETHRSON 20,"Self, Serenity, and Vulnerability: West and East",2.0,3.5
6646,ETHRSON,2014,spring,44.0,ETHRSON 28,Moral Inquiry in the Novels of Tolstoy and Dostoevsky,2.5,4.4
6647,ETHRSON,2014,spring,145.0,ETHRSON 36,Institutional Corruption,1.7,4.2
6648,ETHRSON,2014,spring,102.0,ETHRSON 37,Adam & Eve,2.0,3.5
6649,EXPOS,2014,spring,14.0,EXPOS 20.013,Expository Writing 20,2.3,3.5
6650,EXPOS,2014,spring,16.0,EXPOS 20.020,Expository Writing 20,2.3,4.1
6651,EXPOS,2014,spring,14.0,EXPOS 20.043,Expository Writing 20,2.4,3.7
6652,EXPOS,2014,spring,14.0,EXPOS 20.021,Expository Writing 20,2.1,4.1
6653,EXPOS,2014,spring,12.0,EXPOS 20.044,Expository Writing 20,2.4,3.8
6654,EXPOS,2014,spring,12.0,EXPOS 20.062,Expository Writing 20,1.9,3.8
6655,EXPOS,2014,spring,15.0,EXPOS 20.064,Expository Writing 20,2.5,4.2
6656,EXPOS,2014,spring,14.0,EXPOS 20.065,Expository Writing 20,2.1,3.5
6657,EXPOS,2014,spring,14.0,EXPOS 20.068,Expository Writing 20,2.3,4.1
6658,EXPOS,2014,spring,16.0,EXPOS 20.069,Expository Writing 20,2.3,4.2
6659,EXPOS,2014,spring,15.0,EXPOS 20.078,Expository Writing 20,2.2,4.4
6660,EXPOS,2014,spring,15.0,EXPOS 20.048,Expository Writing 20,2.2,4.2
6661,EXPOS,2014,spring,15.0,EXPOS 20.049,Expository Writing 20,2.3,4.2
6662,EXPOS,2014,spring,15.0,EXPOS 20.082,Expository Writing 20,2.1,3.7
6663,EXPOS,2014,spring,15.0,EXPOS 20.099,Expository Writing 20,2.4,4.9
6664,EXPOS,2014,spring,15.0,EXPOS 20.061,Expository Writing 20,2.3,3.5
6665,EXPOS,2014,spring,15.0,EXPOS 20.081,Expository Writing 20,2.3,3.9
6666,EXPOS,2014,spring,15.0,EXPOS 20.100,Expository Writing 20,1.9,4.2
6667,EXPOS,2014,spring,15.0,EXPOS 20.103,Expository Writing 20,2.5,4.5
6668,EXPOS,2014,spring,15.0,EXPOS 20.104,Expository Writing 20,2.9,4.8
6669,EXPOS,2014,spring,15.0,EXPOS 20.113,Expository Writing 20,2.3,4.3
6670,EXPOS,2014,spring,14.0,EXPOS 20.114,Expository Writing 20,2.6,3.8
6671,EXPOS,2014,spring,14.0,EXPOS 20.127,Expository Writing 20,2.4,3.8
6672,EXPOS,2014,spring,15.0,EXPOS 20.128,Expository Writing 20,2.2,3.8
6673,EXPOS,2014,spring,13.0,EXPOS 20.129,Expository Writing 20,2.6,3.9
6674,EXPOS,2014,spring,13.0,EXPOS 20.130,Expository Writing 20,2.3,3.4
6675,EXPOS,2014,spring,14.0,EXPOS 20.133,Expository Writing 20,2.6,3.9
6676,EXPOS,2014,spring,12.0,EXPOS 20.134,Expository Writing 20,2.8,4.6
6677,EXPOS,2014,spring,15.0,EXPOS 20.137,Expository Writing 20,2.6,3.0
6678,EXPOS,2014,spring,15.0,EXPOS 20.138,Expository Writing 20,2.9,3.6
6679,EXPOS,2014,spring,15.0,EXPOS 20.140,Expository Writing 20,2.4,5.0
6680,EXPOS,2014,spring,14.0,EXPOS 20.141,Expository Writing 20,2.6,4.6
6681,EXPOS,2014,spring,15.0,EXPOS 20.144,Expository Writing 20,3.0,3.8
6682,EXPOS,2014,spring,14.0,EXPOS 20.156,Expository Writing 20,2.1,3.8
6683,EXPOS,2014,spring,16.0,EXPOS 20.157,Expository Writing 20,2.1,4.4
6684,EXPOS,2014,spring,13.0,EXPOS 20.162,Expository Writing 20,2.2,3.7
6685,EXPOS,2014,spring,15.0,EXPOS 20.163,Expository Writing 20,2.4,4.0
6686,EXPOS,2014,spring,15.0,EXPOS 20.164,Expository Writing 20,2.2,4.5
6687,EXPOS,2014,spring,13.0,EXPOS 20.165,Expository Writing 20,2.1,4.7
6688,EXPOS,2014,spring,15.0,EXPOS 20.169,Expository Writing 20,2.1,4.4
6689,EXPOS,2014,spring,15.0,EXPOS 20.170,Expository Writing 20,2.0,3.2
6690,EXPOS,2014,spring,15.0,EXPOS 20.173,Expository Writing 20,2.5,4.2
6691,EXPOS,2014,spring,15.0,EXPOS 20.174,Expository Writing 20,2.5,3.5
6692,EXPOS,2014,spring,15.0,EXPOS 20.175,Expository Writing 20,2.1,4.2
6693,EXPOS,2014,spring,14.0,EXPOS 20.188,Expository Writing 20,2.5,4.3
6694,EXPOS,2014,spring,15.0,EXPOS 20.189,Expository Writing 20,2.2,4.0
6695,EXPOS,2014,spring,15.0,EXPOS 20.204,Expository Writing 20,2.3,3.3
6696,EXPOS,2014,spring,15.0,EXPOS 20.205,Expository Writing 20,2.5,3.6
6697,EXPOS,2014,spring,15.0,EXPOS 20.216,Expository Writing 20,2.4,4.1
6698,EXPOS,2014,spring,14.0,EXPOS 20.219,Expository Writing 20,1.5,4.1
6699,EXPOS,2014,spring,16.0,EXPOS 20.220,Expository Writing 20,2.1,4.3
6700,EXPOS,2014,spring,13.0,EXPOS 20.221,Expository Writing 20,2.0,4.0
6701,EXPOS,2014,spring,12.0,EXPOS 20.224,Expository Writing 20,2.1,4.7
6702,EXPOS,2014,spring,15.0,EXPOS 20.225,Expository Writing 20,2.1,4.9
6703,EXPOS,2014,spring,11.0,EXPOS 20.226,Expository Writing 20,2.4,3.2
6704,EXPOS,2014,spring,15.0,EXPOS 20.235,Expository Writing 20,2.2,3.9
6705,EXPOS,2014,spring,15.0,EXPOS 20.236,Expository Writing 20,2.2,3.7
6706,EXPOS,2014,spring,15.0,EXPOS 20.239,Expository Writing 20,2.6,4.2
6707,EXPOS,2014,spring,15.0,EXPOS 20.240,Expository Writing 20,2.6,3.6
6708,EXPOS,2014,spring,15.0,EXPOS 20.243,Expository Writing 20,2.7,4.1
6709,EXPOS,2014,spring,15.0,EXPOS 20.244,Expository Writing 20,2.4,3.6
6710,EXPOS,2014,spring,14.0,EXPOS 20.246,Expository Writing 20,2.2,3.9
6711,EXPOS,2014,spring,15.0,EXPOS 20.248,Expository Writing 20,2.4,4.1
6712,EXPOS,2014,spring,15.0,EXPOS 20.249,Expository Writing 20,1.9,3.6
6713,EXPOS,2014,spring,15.0,EXPOS 20.250,Expository Writing 20,1.7,4.5
6714,EXPOS,2014,spring,28.0,EXPOS 40,Public Speaking Practicum,1.8,4.9
6715,EXPOS,2014,spring,14.0,EXPOS 20.247,Expository Writing 20,2.1,3.6
6716,EXPOS,2014,spring,15.0,EXPOS 20.245,Expository Writing 20,2.1,3.7
6740,FRSEMR,2014,spring,11.0,FRSEMR 21G,How Did the First Stars and Galaxies Form?,1.1,4.1
6741,FRSEMR,2014,spring,3.0,FRSEMR 21Q,Biological Impostors: Mimicry and Camouflage in Nature,1.0,5.0
6742,FRSEMR,2014,spring,14.0,FRSEMR 21V,"Black Holes, String Theory and the Fundamental Laws of Nature",1.6,4.4
6743,FRSEMR,2014,spring,10.0,FRSEMR 21W,"Research at the Harvard Forest: Global Change Ecology-Forests, Ecosystem Function, the Future",1.3,5.0
6744,FRSEMR,2014,spring,10.0,FRSEMR 22T,Why We Animals Sing,1.0,4.8
6745,FRSEMR,2014,spring,11.0,FRSEMR 23K,Insights from Narratives of Illness,1.9,4.9
6746,FRSEMR,2014,spring,13.0,FRSEMR 23L,"Medicine, Law, and Ethics: An Introduction",1.2,5.0
6747,FRSEMR,2014,spring,12.0,FRSEMR 23S,The Seven Sins of Memory,1.2,3.8
6748,FRSEMR,2014,spring,14.0,FRSEMR 24K,The Surprising Science of Happiness,1.3,4.5
6749,FRSEMR,2014,spring,13.0,FRSEMR 24U,"How Did I Get Here? Appreciating ""Normal"" Child Development",1.1,4.7
6750,FRSEMR,2014,spring,10.0,FRSEMR 25T,AIDS in Africa,1.2,4.0
6751,FRSEMR,2014,spring,16.0,FRSEMR 26J,The Universe's Hidden Dimensions,1.0,4.0
6752,FRSEMR,2014,spring,15.0,FRSEMR 26W,The Biology and Science of Cancer and Its Treatments: From Empiric to Scientific to Humanistic,1.1,4.9
6753,FRSEMR,2014,spring,1.0,FRSEMR 30I,Noam Chomsky and the Science of Linguistics,1.0,5.0
6754,FRSEMR,2014,spring,6.0,FRSEMR 30T,The Novel in the Twenty-First Century,2.2,4.7
6755,FRSEMR,2014,spring,9.0,FRSEMR 31Q,Literal Looking: What We See in Art,1.0,4.4
6756,FRSEMR,2014,spring,11.0,FRSEMR 33O,Animation--Getting Your Hands On Time,3.0,4.6
6757,FRSEMR,2014,spring,2.0,FRSEMR 34M,Leonard Bernstein and His World,1.0,5.0
6758,FRSEMR,2014,spring,6.0,FRSEMR 34O,You and Your Camera,1.0,3.5
6759,FRSEMR,2014,spring,11.0,FRSEMR 35Z,The Modern Political History of the Arab World: From Kings & Presidents for Life to the Arab Spring,1.1,2.8
6760,FRSEMR,2014,spring,12.0,FRSEMR 36J,Folklore and the Culture of Childhood,1.7,4.5
6761,FRSEMR,2014,spring,7.0,FRSEMR 36P,To Far Places: Literature of Journey and Quest,1.7,4.6
6762,FRSEMR,2014,spring,12.0,FRSEMR 36V,On Uncertainty,1.1,4.4
6763,FRSEMR,2014,spring,2.0,FRSEMR 38P,Model Minorities and Rebels: Asian American Youth in U.S. Literature and Culture,1.0,5.0
6764,FRSEMR,2014,spring,11.0,FRSEMR 38Z,Romancing the Kitchen: Food Culture across the Romance Languages,1.7,4.9
6765,FRSEMR,2014,spring,8.0,FRSEMR 39M,"Representations: Visual culture, power, and knowledge production",1.2,4.0
6766,FRSEMR,2014,spring,12.0,FRSEMR 39O,Childhood and Children's Literature,1.5,4.4
6767,FRSEMR,2014,spring,6.0,FRSEMR 39Q,The Literature of Multi Ethnic America,2.3,5.0
6768,FRSEMR,2014,spring,4.0,FRSEMR 39S,"The Visual Arts in Boston, 1670-1970: An Historical Introduction",1.5,4.5
6769,FRSEMR,2014,spring,15.0,FRSEMR 40K,"Health Care on Less Than 8,000 Dollars a Year",1.2,4.5
6770,FRSEMR,2014,spring,10.0,FRSEMR 42K,Comparative Law and Religion,1.8,4.5
6771,FRSEMR,2014,spring,7.0,FRSEMR 42N,Comparative National Security of Middle Eastern Countries,1.8,4.3
6772,FRSEMR,2014,spring,4.0,FRSEMR 44I,Cocaine: Customs and War in the Americas,2.0,4.5
6773,FRSEMR,2014,spring,15.0,FRSEMR 46K,The Terrorist,1.2,4.2
6774,FRSEMR,2014,spring,6.0,FRSEMR 48E,Health and Mental Health in Everyday Life,1.2,4.6
6775,FRSEMR,2014,spring,12.0,FRSEMR 48J,Moral and Political issues in Contemporary Democracies,1.7,4.1
6776,FRSEMR,2014,spring,6.0,FRSEMR 48S,"Schools, Selves, and Society",2.8,4.5
6796,GOV,2014,spring,5.0,GOV 1009,Advanced Geographical Information Systems Workshop,3.0,5.0
6797,GOV,2014,spring,17.0,GOV 1016,Spatial Models for Social and Environmental Policy,2.6,4.4
6798,GOV,2014,spring,58.0,GOV 1061,The History of Modern Political Philosophy,3.0,3.6
6799,GOV,2014,spring,58.0,GOV 1080,American Political Thought,1.9,4.2
6800,GOV,2014,spring,27.0,GOV 1082,What is Property?,2.1,4.0
6801,GOV,2014,spring,20.0,GOV 1092,Progressive Alternatives: Institutional Reconstruction Today,1.8,4.5
6802,GOV,2014,spring,26.0,GOV 1096,Legal Thought Now: Law and the Structure of Society,1.9,3.2
6803,GOV,2014,spring,26.0,GOV 1181,Politics of the European Union,1.7,3.5
6804,GOV,2014,spring,10.0,GOV 1209,"Post-Communist Central Asia and the Caucasus: History, Political Economy, Religion",2.3,4.0
6805,GOV,2014,spring,15.0,GOV 1243,Russian Politics in Transition,2.6,4.6
6806,GOV,2014,spring,39.0,GOV 10,Foundations of Political Theory,2.3,3.6
6807,GOV,2014,spring,24.0,GOV 1197,The Political Economy of Africa,2.4,3.8
6808,GOV,2014,spring,45.0,GOV 1207,Comparative Politics of the Middle East,2.6,3.3
6809,GOV,2014,spring,57.0,GOV 1360,American Public Opinion,1.6,2.9
6810,GOV,2014,spring,40.0,GOV 1372,Political Psychology,1.8,4.4
6811,GOV,2014,spring,64.0,GOV 1729,Models of Conflict in International Relations,1.9,3.8
6812,GOV,2014,spring,81.0,GOV 1750,International Institutions,1.7,3.8
6813,GOV,2014,spring,17.0,GOV 1793,"Media, Public Opinion and Foreign Policy",2.2,3.9
6814,GOV,2014,spring,54.0,GOV 2001,Advanced Quantitative Research Methodology,3.5,4.1
6815,GOV,2014,spring,9.0,GOV 2006,Formal Models of Domestic Politics,3.1,4.8
6816,GOV,2014,spring,6.0,GOV 2011,Graduate Practicum in Survey Research,3.0,5.0
6817,GOV,2014,spring,6.0,GOV 2026,Ancient Greek Political Thought,4.0,4.0
6818,GOV,2014,spring,8.0,GOV 2087,"Leibniz, Kant, and the Origins of German Idealism",2.6,4.7
6819,GOV,2014,spring,15.0,GOV 2105,Comparative Politics: Field Seminar,3.6,3.7
6820,GOV,2014,spring,12.0,GOV 2151,The Comparative Politics of Eurasia,3.7,5.0
6821,GOV,2014,spring,8.0,GOV 2176,Varieties of Capitalism and Social Inequality,3.4,4.6
6822,GOV,2014,spring,9.0,GOV 2285,Political Science and China,4.0,4.9
6823,GOV,2014,spring,10.0,GOV 2710,International Relations: Field Seminar,3.1,4.4
6824,GOV,2014,spring,17.0,GOV 3005,Research Workshop in International Relations,1.4,4.6
6825,GOV,2014,spring,7.0,GOV 3100HF,Safra Graduate Fellowship Seminar,2.0,4.8
6826,GOV,2014,spring,60.0,GOV 40,International Conflict and Cooperation,2.0,4.0
6827,GOV,2014,spring,30.0,GOV 1270,Government and Politics of Modern Japan,1.6,4.1
6828,GOV,2014,spring,96.0,GOV 1295,Comparative Politics in Latin America,2.6,4.5
6829,GOV,2014,spring,40.0,GOV 1358,Presidential Power in the United States,2.0,3.7
6830,GOV,2014,spring,10.0,GOV 61,Research Practice in Quantitative Methods,2.0,2.2
6831,GOV,2014,spring,22.0,GOV 62,Research Practice in Qualitative Methods,2.6,4.1
6832,GOV,2014,spring,20.0,GOV 92R,Faculty Research Assistant,2.6,4.5
6833,GOV,2014,spring,11.0,GOV 94AL,Global Distributive Justice,3.3,5.0
6834,GOV,2014,spring,13.0,GOV 94DA,"Democracy, Alienation, and Muslims in the West",2.2,4.5
6835,GOV,2014,spring,8.0,GOV 94GS,Globalization and Civil Society,3.0,4.2
6836,GOV,2014,spring,5.0,GOV 94GZ,International Human Rights: Law and Politics,2.0,3.7
6837,GOV,2014,spring,6.0,GOV 94HU,Human Rights Scholars Seminar,2.2,4.8
6838,GOV,2014,spring,10.0,GOV 94IA,Sino-US Relations in an Era of Rising Chinese Power,2.7,4.7
6839,GOV,2014,spring,9.0,GOV 94IS,Individual and Society,1.7,4.7
6840,GOV,2014,spring,11.0,GOV 94LG,Legalism,2.0,4.8
6841,GOV,2014,spring,12.0,GOV 94EK,Globalization and Private Governance,1.7,4.9
6842,GOV,2014,spring,7.0,GOV 94PR,Constitutionalism and the Principles of Democratic Government,3.3,4.0
6843,GOV,2014,spring,8.0,GOV 94SAF,Safra Undergraduate Ethics Fellowship Seminar,2.7,4.0
6844,GOV,2014,spring,13.0,GOV 94SP,Future of War,2.3,4.4
6845,GOV,2014,spring,5.0,GOV 94SZ,Rights in Conflict,1.5,3.5
6846,GOV,2014,spring,12.0,GOV 94XP,Cyberpolitics,2.6,4.8
6847,GOV,2014,spring,11.0,GOV 94GA,Comparative Ethnic Politics and Conflict,2.4,4.2
6848,GOV,2014,spring,16.0,GOV 94OA,Inequality and American Democracy,3.0,4.6
6852,GOV,2014,spring,13.0,GOV 94DZ,Is Democracy Possible Everywhere?,2.6,4.3
6855,GOV,2014,spring,140.0,GOV 97,Tutorial - Sophomore Year,2.1,3.3
6888,HIST,2014,spring,40.0,HIST 1035,Byzantine Civilization,1.8,4.3
6889,HIST,2014,spring,17.0,HIST 1063,America and Vietnam: 1945-1975,2.3,4.2
6890,HIST,2014,spring,45.0,HIST 1079,Breaking Headlines: The History of News,1.7,4.5
6891,HIST,2014,spring,9.0,HIST 1083,American Jewish History,2.4,4.4
6892,HIST,2014,spring,25.0,HIST 1155,"Early Modern Europe, 1450-1789",1.9,4.5
6895,HIST,2014,spring,31.0,HIST 1230,"Troubled Unions: England, Scotland, Ireland, and Wales from the 18th Century to the Present",2.3,4.0
6896,HIST,2014,spring,35.0,HIST 1400,Introduction to American Studies,2.4,4.1
6897,HIST,2014,spring,99.0,HIST 1457,History of American Capitalism,2.3,4.1
6898,HIST,2014,spring,49.0,HIST 1511,Latin America and the United States,2.4,4.6
6899,HIST,2014,spring,11.0,HIST 1405,"American Legal History, 1776-1865",2.0,4.1
6900,HIST,2014,spring,21.0,HIST 1704,Slavery and Slave Trade in Africa and the Americas,2.4,4.4
6902,HIST,2014,spring,20.0,HIST 1878B,Ottoman State and Society II (1550-1920),2.2,3.9
6903,HIST,2014,spring,11.0,HIST 1983,Judaism Confronts America: Conference Course,1.9,3.7
6904,HIST,2014,spring,4.0,HIST 2055,"Early Medieval History, Archaeology and Archaeoscience: Seminar",3.7,4.7
6905,HIST,2014,spring,9.0,HIST 2275HF,Subjectivities and Identities in Russia and Eurasia: Seminar,2.4,3.6
6906,HIST,2014,spring,10.0,HIST 2320HF,Foundations of Modern European Intellectual History: Seminar,4.0,4.0
6907,HIST,2014,spring,13.0,HIST 2322,"Adorno: Philosophy, Sociology, Aesthetics: Seminar",3.6,4.4
6908,HIST,2014,spring,3.0,HIST 2340HF,Readings in American Intellectual History,5.0,5.0
6909,HIST,2014,spring,3.0,HIST 2341HF,American Intellectual History: Seminar,3.0,5.0
6910,HIST,2014,spring,5.0,HIST 2403,Working with Harvard Collections: Research Seminar,2.5,5.0
6911,HIST,2014,spring,16.0,HIST 2462,Readings in the U.S. in the 20th Century: Proseminar,3.9,4.5
6912,HIST,2014,spring,11.0,HIST 2468HF,The Environment and the American Past: Seminar,2.0,4.4
6913,HIST,2014,spring,12.0,HIST 2480HF,The Political Economy of Modern Capitalism: Seminar,2.6,4.3
6914,HIST,2014,spring,4.0,HIST 2651,Japanese History: Seminar,0.0,5.0
6915,HIST,2014,spring,8.0,HIST 2725,History and Anthropology: Seminar,3.0,4.8
6916,HIST,2014,spring,7.0,HIST 2884,Topics in Ottoman Social and Cultural History: Seminar,4.0,4.8
6917,HIST,2014,spring,9.0,HIST 2950HF,Approaches to Global History: Seminar,2.2,4.3
6918,HIST,2014,spring,7.0,HIST 2965,The Scope of History: Seminar,3.5,4.7
6919,HIST,2014,spring,5.0,HIST 60C,"The Nature of Modern China: Space, Science, and Environment",2.5,3.8
6920,HIST,2014,spring,15.0,HIST 60F,Nothing Pleases Me: Understanding Modern Middle Eastern History Through Literature,2.2,4.6
6921,HIST,2014,spring,24.0,HIST 1965,"International History: States, Markets, and the Global Economy",2.3,4.2
6922,HIST,2014,spring,13.0,HIST 1925,Europe and its Other(s),2.5,4.2
6923,HIST,2014,spring,13.0,HIST 1976,Visible and Invisible Hands in China: State and Economy since 1800: Conference Course,2.9,4.4
6924,HIST,2014,spring,17.0,HIST 60G,Debates in Middle Eastern History,2.7,4.7
6925,HIST,2014,spring,7.0,HIST 74J,"Children and Childhood in America, 1640-Present",2.2,4.2
6926,HIST,2014,spring,11.0,HIST 74N,U.S. History: Major Themes in the Twentieth Century,3.6,3.8
6927,HIST,2014,spring,16.0,HIST 79E,Commodities in International History,2.5,4.8
6928,HIST,2014,spring,18.0,HIST 80A,Roman Imperialism,2.4,4.8
6929,HIST,2014,spring,14.0,HIST 82F,The Origins of the Cold War: The Yalta Conference (1945),2.3,4.5
6930,HIST,2014,spring,12.0,HIST 84L,Democracy and Education in Modern America,2.5,3.9
6931,HIST,2014,spring,1.0,HIST 92R,History Lab,3.0,5.0
6932,HIST,2014,spring,10.0,HIST 97A,What is the History of Medicine?,2.4,4.4
6933,HIST,2014,spring,15.0,HIST 97B,What is Intellectual History?,2.6,3.6
6934,HIST,2014,spring,15.0,HIST 97C,What is the History of History?,2.9,3.9
6935,HIST,2014,spring,12.0,HIST 97D,What is Environmental History?,2.6,2.9
6936,HIST,2014,spring,15.0,HIST 97E,What is Imperial History?,3.1,3.8
6937,HIST,2014,spring,13.0,HIST 97F,What is Material History?,2.6,4.0
6938,HISTSCI,2014,spring,24.0,HISTSCI 112,"Magic, Medicine and Miracles: Health and Healing in the Middle Ages and Renaissance",2.0,4.6
6939,HISTSCI,2014,spring,5.0,HISTSCI 124V,Radioactive Culture,2.2,4.8
6940,HISTSCI,2014,spring,42.0,HISTSCI 138,"Sex, Gender, and Evolution",1.7,4.3
6941,HISTSCI,2014,spring,215.0,HISTSCI 140V,The Historical and Cultural Lives of Drugs in the U.S.,1.4,4.1
6942,HISTSCI,2014,spring,25.0,HISTSCI 145V,"Advocacy, Activism, and Social Movements in Medicine",1.9,4.3
6943,HISTSCI,2014,spring,41.0,HISTSCI 149V,Explaining Epidemics,1.6,3.9
6944,HISTSCI,2014,spring,44.0,HISTSCI 153,History of Dietetics,1.8,4.0
6945,HISTSCI,2014,spring,7.0,HISTSCI 166,"What is Enlightenment?: Science, Religion, and the Making of Modernity",3.0,4.0
6946,HISTSCI,2014,spring,13.0,HISTSCI 173V,Emotions: Science and History,2.4,3.7
6947,HISTSCI,2014,spring,21.0,HISTSCI 179V,The Freudian Century,1.8,4.3
6948,HISTSCI,2014,spring,10.0,HISTSCI 196,Justice in Health: Ethics of Public Health in the Contemporary World,1.9,3.9
6949,HISTSCI,2014,spring,18.0,HISTSCI 198,"Controversy: Explorations at the Intersection of Science, Policy, and Politics",2.0,4.6
6950,HISTSCI,2014,spring,6.0,HISTSCI 231,"Transforming Technologies: Science, Technology, and Social Change",3.6,4.4
6951,HISTSCI,2014,spring,6.0,HISTSCI 238,Rethinking the Darwinian Revolution: Seminar,2.2,5.0
6952,HISTSCI,2014,spring,4.0,HISTSCI 248,Ethics and Judgment in the History of Science and Medicine,3.0,4.7
6953,HISTSCI,2014,spring,5.0,HISTSCI 250,Readings in Women's Bodies in Medicine,2.0,4.7
6954,HISTSCI,2014,spring,8.0,HISTSCI 259,The History of the History of Science,2.7,4.7
6955,HISTSCI,2014,spring,5.0,HISTSCI 289,"Entangled Objects: Or the Stuff of Science, Culture, and Society",2.0,4.5
6956,HISTSCI,2014,spring,8.0,HISTSCI 310HF,History of Science Salon,1.5,3.3
6957,HISTSCI,2014,spring,35.0,HISTSCI 97,Tutorial - Sophomore Year,2.2,4.0
6958,HISTSCI,2014,spring,4.0,HISTSCI 98,Tutorial - Junior Year,3.0,4.3
6959,HISTSCI,2014,spring,24.0,HISTSCI 99B,Tutorial - Senior Year,4.1,4.0
7008,LIFESCI,2014,spring,26.0,LIFESCI 100,Experimental Research in the Life Sciences,2.9,4.3
7009,LIFESCI,2014,spring,24.0,LIFESCI 120,Global Health Threats,2.1,4.1
7010,LIFESCI,2014,spring,431.0,LIFESCI 1B,"An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution",2.5,2.9
7027,MATH,2014,spring,6.0,MATH 110,Vector Space Methods for Differential Equations,2.6,4.6
7028,MATH,2014,spring,34.0,MATH 112,Introductory Real Analysis,3.4,3.9
7029,MATH,2014,spring,56.0,MATH 113,Analysis I: Complex Function Theory,2.9,3.6
7030,MATH,2014,spring,7.0,MATH 117,Probability and Random Processes with Economic Applications,2.5,4.3
7031,MATH,2014,spring,42.0,MATH 123,Algebra II: Theory of Rings and Fields,3.1,4.7
7032,MATH,2014,spring,5.0,MATH 129,Number Fields,2.5,4.5
7033,MATH,2014,spring,7.0,MATH 132,Topology II: Smooth Manifolds,2.0,2.2
7034,MATH,2014,spring,7.0,MATH 137,Algebraic Geometry,3.2,4.8
7035,MATH,2014,spring,5.0,MATH 145,Set Theory II,2.7,4.0
7036,MATH,2014,spring,16.0,MATH 155R,Combinatorics,2.1,4.3
7037,MATH,2014,spring,19.0,MATH 19A,Modeling and Differential Equations for the Life Sciences,2.7,4.5
7038,MATH,2014,spring,13.0,MATH 19B,"Linear Algebra, Probability, and Statistics for the Life Sciences",2.2,3.9
7039,MATH,2014,spring,64.0,MATH 1A,Introduction to Calculus,2.3,4.1
7040,MATH,2014,spring,146.0,MATH 1B,"Calculus, Series, and Differential Equations",3.0,3.9
7041,MATH,2014,spring,7.0,MATH 212BR,Advanced Real Analysis,2.7,5.0
7042,MATH,2014,spring,24.0,MATH 213BR,Advanced Complex Analysis,3.6,4.9
7043,MATH,2014,spring,198.0,MATH 21A,Multivariable Calculus,3.2,3.5
7044,MATH,2014,spring,246.0,MATH 21B,Linear Algebra and Differential Equations,3.2,4.0
7045,MATH,2014,spring,13.0,MATH 222,Lie Groups and Lie Algebras,3.2,4.5
7046,MATH,2014,spring,16.0,MATH 224,Representations of Reductive Lie Groups,1.3,4.7
7047,MATH,2014,spring,13.0,MATH 231BR,Advanced Algebraic Topology,2.3,3.8
7048,MATH,2014,spring,14.0,MATH 232BR,Algebraic Geometry II,2.0,5.0
7049,MATH,2014,spring,13.0,MATH 233BR,Theory of Schemes II,2.0,4.6
